id	syndrome	syndrome_id	livre	chapitre	organe_llm	attribution	signe	verbatim	cand1	cand2	cand3	choix
1539	FAMILLE Spranger 11 — shortrib polydactyly dysplasias	SPRFAM:11	spranger	ch11_shortrib_polydactyly_dysplasias	liver	direct	hepatic fibrosis	Hepatic fibrosis has been described.	FOETO:PF.MUL-MET-132 | Fibrose hépatique | multi_organe | 1.0	FOETO:PF.FOI-MAL-018 | Fibrose hépatique congénitale | foie | 0.6	FOETO:PF.MUL-MET-171 | Inclusions intracellulaires d'alpha-1-antitrypsine dans les hépatocytes | multi_organe | 0.5	FOETO:PF.MUL-MET-132
1547	FAMILLE Spranger 20 — polytopic dysostoses	SPRFAM:20	spranger	ch20_polytopic_dysostoses	kidney	direct	diffuse hyaline thickening of the glomerular basement membrane with many collagen fibrils	Histologically, the most conspicuous finding is a diffuse hyaline thickening of the glomerular basement membrane with many collagen fibrils.	FOETO:PP.PAR-NOR-003 | Autre (histo) | parenchyme | 0.47			NOUVEAU
1548	FAMILLE Spranger 20 — polytopic dysostoses	SPRFAM:20	spranger	ch20_polytopic_dysostoses	skin	direct	porokeratosis	Skin eruptions are histologically diagnosed as porokeratosis.				NOUVEAU
1536	FAMILLE Spranger 8 — diastrophic dysplasia and related conditions and dysplasias 	SPRFAM:8	spranger	ch08_diastrophic_dysplasia_and_related_conditions_and_dysplasias_	chondroosseous junction	direct	distinctive degenerating chondrocytes with perichondrocytic collagen	distinctive degenerating chondrocytes with perichondrocytic collagen in diastrophic dysplasia				NOUVEAU
1537	FAMILLE Spranger 9 — filaminassociated dysplasias dysostoses and related disorder	SPRFAM:9	spranger	ch09_filaminassociated_dysplasias_dysostoses_and_related_disorder	growth plate	direct	hypocellular areas containing multinuclear giant cells	Histological examination of the growth plate may reveal hypocellular areas containing multinuclear giant cells	FOETO:PF.MUL-MET-124 | Désorganisation de la plaque de croissance osseuse | multi_organe | 0.47			NOUVEAU
1657	FAMILLE Syndromes de surcroissance	FAM:0009	keeling	ch28_brain_malformations	brain	direct	balloon cells and large dysmorphic neurons disorganizing cortical cytoarchitecture with fibrillary gliosis forming sheaf-like bundles in the subpial zone	cortical tubers, a few millimeters to several centimeters long, made up of “balloon cells” and large dysmorphic neurons which disorganize cortical cytoarchitecture and present as a fibrillary gliosis forming sheaf-like bundles in the subpial zone	FOETO:PF.CER-MAL-210 | Neurones dysmorphiques | cerveau | 1.0	FOETO:PF.CER-MAL-046 | Cellules ballonnisées | cerveau | 1.0	FOETO:PF.CER-MAL-095 | Désorganisation cytoarchitecturale corticale | cerveau | 0.9	FOETO:PF.CER-MAL-046
1658	FAMILLE Syndromes de surcroissance	FAM:0009	keeling	ch28_brain_malformations	brain	direct	balloon cells frequently associated with microglial activation	subcortical lesions, which may be extensive, made up of “balloon cells” frequently associated with microglial activation	FOETO:PF.CER-CLA-003 | Activation microgliale | cerveau | 1.0	FOETO:PF.CER-MAL-046 | Cellules ballonnisées | cerveau | 1.0	FOETO:PF.CER-MET-074 | Microglie activée diffuse | cerveau | 0.9	FOETO:PF.CER-MAL-046
1659	FAMILLE Syndromes de surcroissance	FAM:0009	keeling	ch28_brain_malformations	brain	direct	large elongated glial cells containing calcifications	subependymal nodules, located in most cases close to the caudate nucleus and thalamus, which are made up of large elongated glial cells, contain calcifications, and can evolve into subependymal giant astrocytoma (SEGA)	FOETO:PP.PAR-MET-004 | Calcifications | parenchyme | 1.0	FOETO:PF.CER-NOR-096 | Épendyme | cerveau | 0.6	FOETO:PF.CER-MAL-001 | Absence de calcification des nodules périventriculaires | cerveau | 0.47	NON
1780	FAMILLE Tubulinopathies	FAM:0015	keeling	ch28_brain_malformations	brain	direct	Cobblestone dysplasia	is a significant feature of tubulinopathies and GPR56-related bilateral frontoparietal polymicrogyria	FOETO:PF.MUL-MET-239 | Polymicrogyrie | multi_organe | 0.8	FOETO:PF.CER-MAL-068 | Dysplasie corticale cobblestone | cerveau | 0.6	FOETO:PF.CER-MAL-235 | Polymicrogyrie bilatérale symétrique | cerveau | 0.47	FOETO:PF.CER-MAL-068
1781	FAMILLE Tubulinopathies	FAM:0015	keeling	ch28_brain_malformations	brain	direct	PMG	PMG is observed in metabolic and lysosomal disorders including Zellweger syndrome, Pelizaeus-Merzbacher, glutaric aciduria type 2 and some tubulinopathies				FOETO:PF.MUL-MET-239
1782	FAMILLE Tubulinopathies	FAM:0015	perineuro	s5_cortical_migration	brain	direct	PMG-like malformation	PMG-like malformation in a tubulinopathy				FOETO:PF.MUL-MET-239
1856	FAMILLE Épidermolyses bulleuses	FAM:0022	benirschke	ch15_membranes	amnion	direct	polyp-like excrescences produced by protrusion of connective tissue through epithelial defects	There were apparent protrusions of the connective tissue through epithelial defects. Thus, polyp-like excrescences were produced				NOUVEAU
1857	FAMILLE Épidermolyses bulleuses	FAM:0022	benirschke	ch15_membranes	amnion	direct	degenerating amnionic epithelium covering polypoid expansions	These protrusions were covered by degenerating amnionic epithelium	FOETO:PP.PLA-CLA-009 | Modifications dégénératives de l'amnion | placenta | 0.6			FOETO:PP.PLA-CLA-009
1858	FAMILLE Épidermolyses bulleuses	FAM:0022	benirschke	ch15_membranes	amnion	direct	pigmented macrophages in the connective tissue of the membranes	There was no inflammation, but many pigmented macrophages existed in the connective tissue of the membranes				NOUVEAU
1846	FAMILLE Épidermolyses bulleuses	FAM:0022	keeling	ch33_skin	skin	direct	subepidermal blistering with cell-poor infiltrate	All EB subtypes will reveal subepidermal blistering with cell-poor infiltrate.				FOETO:PF.PEA-MAL-030
1847	FAMILLE Épidermolyses bulleuses	FAM:0022	keeling	ch33_skin	skin	direct	tonofibril clumping	the tonofibril clumping is evident ultrastructually.				FOETO:PF.PEA-MAL-009
1848	FAMILLE Épidermolyses bulleuses	FAM:0022	keeling	ch33_skin	skin	direct	multiple cleavage planes	There are multiple cleavage planes in Kindler syndrome: within the basal keratinocytes, at the level of the lamina lucida, or below the lamina densa.	FOETO:PF.PEA-MAL-021 | Clivage dans la lamina lucida | peau | 0.7	FOETO:PF.PEA-MAL-023 | Clivage sous la lamina densa | peau | 0.7		NOUVEAU
1850	FAMILLE Épidermolyses bulleuses	FAM:0022	soffoet	ch12_peau	peau	direct	décollement bulleux sous-épidermique ou intra-épidermique profond	en MO, on observe un décollement bulleux sous-épidermique ou intra-épidermique profond parfois difficile à visualiser	FOETO:PF.PEA-MAL-030 | Décollement bulleux sous-épidermique | peau | 1.0			FOETO:PF.PEA-MAL-030
1851	FAMILLE Épidermolyses bulleuses	FAM:0022	soffoet	ch12_peau	peau	direct	petites boules éosinophiles intra-cytoplasmiques	fréquemment de petites boules éosinophiles intra-cytoplasmiques correspondant aux agrégats de tonofilaments	FOETO:PF.PEA-MAL-027 | Corps éosinophiles intra-cytoplasmiques épidermiques | peau | 0.54			FOETO:PF.PEA-MAL-027
1852	FAMILLE Épidermolyses bulleuses	FAM:0022	soffoet	ch12_peau	peau	direct	inflammation du derme superficiel	Une inflammation du derme superficiel est fréquente.				NOUVEAU
1853	FAMILLE Épidermolyses bulleuses	FAM:0022	soffoet	ch12_peau	peau	direct	agrégats de tonofilaments dans les kératinocytes de la couche basale	montrant les agrégats de tonofilaments dans les kératinocytes de la couche basale ainsi qu’une clarification cytoplasmique	FOETO:PF.PEA-MAL-009 | Agrégats de tonofilaments dans les kératinocytes basaux | peau | 0.68			FOETO:PF.PEA-MAL-009
1854	FAMILLE Épidermolyses bulleuses	FAM:0022	soffoet	ch12_peau	peau	direct	clarification cytoplasmique	montrant les agrégats de tonofilaments dans les kératinocytes de la couche basale ainsi qu’une clarification cytoplasmique	FOETO:PF.PEA-MAL-009 | Agrégats de tonofilaments dans les kératinocytes basaux | peau | 0.52			NOUVEAU
1855	FAMILLE Épidermolyses bulleuses	FAM:0022	soffoet	ch12_peau	peau	direct	clivage dans les kératinocytes à distance de la membrane cytoplasmique	et situant le siège du clivage dans les kératinocytes, à distance de la membrane cytoplasmique.				NOUVEAU
203	G Lethal Multiple Pterygium Syndrome	ORPHA:33108	keeling	ch31_skeletal_muscle	muscle	direct	dystrophy with variation in muscle fiber diameter and interstitial fibrosis	dystrophy (with variation in muscle fiber diameter and interstitial fibrosis)	FOETO:PF.MUS-RET-047 | Variation du diamètre des fibres musculaires | muscle | 1.0	FOETO:PF.MUS-RET-020 | Fibre musculaire de type 2C fœtale | muscle | 0.6	FOETO:PF.MUS-NOR-003 | Fibres de Wohlfart type a et b | muscle | 0.6	FOETO:PF.MUS-RET-047
204	G Lethal Multiple Pterygium Syndrome	ORPHA:33108	keeling	ch31_skeletal_muscle	muscle	direct	myotubular morphology	myotubular morphology, and generalized hypotrophy, and in one case the appearances	FOETO:PF.MUS-RET-004 | Aspect myotubulaire généralisé des fibres musculaires | muscle | 0.42			FOETO:PF.MUS-RET-004
205	G Lethal Multiple Pterygium Syndrome	ORPHA:33108	keeling	ch31_skeletal_muscle	muscle	direct	generalized hypotrophy	myotubular morphology, and generalized hypotrophy, and in one case the appearances	FOETO:PF.MUS-RET-004 | Aspect myotubulaire généralisé des fibres musculaires | muscle | 0.42			NON
480	G Meckel-Gruber Syndrome (Dysencephalia Splanchnocystica)		keeling	ch24_urinary	kidney	direct	diffuse cysts obscuring corticomedullary demarcation	Histologically, the cysts are diffuse, obscuring the corticomedullary demarcation, interestingly sparing the most superficial cortex	FOETO:PF.REN-MAL-032 | Kystes cortico-médullaires diffus | rein | 0.9	FOETO:PF.REN-NOR-011 | Différenciation cortico-médullaire effacée par kystes | rein | 0.6	FOETO:PF.REN-NOR-010 | Cortex superficiel épargné par les kystes | rein | 0.6	FOETO:PF.REN-MAL-032
481	G Meckel-Gruber Syndrome (Dysencephalia Splanchnocystica)		keeling	ch24_urinary	kidney	direct	blastema and 1 or 2 nephron generations visible	the blastema and 1 or 2 nephron generations are usually visible				NOUVEAU
482	G Meckel-Gruber Syndrome (Dysencephalia Splanchnocystica)		keeling	ch24_urinary	kidney	direct	cysts of various shapes with size increasing from cortex to medulla	The cysts are of various shapes and their size gradually increases from the cortex toward the medulla				FOETO:PF.REN-NOR-013
483	G Meckel-Gruber Syndrome (Dysencephalia Splanchnocystica)		keeling	ch24_urinary	kidney	direct	cystic dilatations from all parts of nephron and collecting ducts	Their analysis, using immunohistochemical markers, indicates that the cystic dilatations develop from all parts of the nephron and from collecting ducts	FOETO:PF.REN-MAL-017 | Désorientation des tubes collecteurs | rein | 0.6	FOETO:PF.MUL-NOR-011 | Dilatation kystique des canaux mammaires | multi_organe | 0.6		NOUVEAU
484	G Meckel-Gruber Syndrome (Dysencephalia Splanchnocystica)		keeling	ch24_urinary	kidney	direct	almost featureless mesenchyme between cysts	An almost featureless mesenchyme is present between the cysts and is particularly abundant in the medulla	FOETO:PF.REN-MAL-038 | Mésenchyme intercystique aplati quasi acellulaire | rein | 0.6			FOETO:PF.REN-MAL-038
485	G Meckel-Gruber Syndrome (Dysencephalia Splanchnocystica)		keeling	ch28_brain_malformations	brain	direct	encephalocele, prosencephalic dysgenesis, corpus callosum and hindbrain dysgenesis and vermian agenesis	In Meckel-Gruber syndrome, characterized by the classic “occipital encephalocele, large cystic kidneys and polydactyly” triad, the cerebral phenotype is severe, associating encephalocele, prosencephalic dysgenesis, corpus callosum and hindbrain dysgenesis and vermian agenesis.	FOETO:PF.CER-MAL-082 | Dysplasie prosencéphalique | cerveau | 1.0	FOETO:PF.CER-RET-002 | Agénèse du corps calleux | cerveau | 0.9	FOETO:PF.CER-MAL-016 | Agénésie du corps calleux | cerveau | 0.9	FOETO:PF.CER-MAL-082
487	G Meckel-Gruber Syndrome (Dysencephalia Splanchnocystica)		soffoet	ch11_cerveau	meninges	direct	hétérotopie neuro-gliale leptoméningée	s’accompagnant histologiquement d’une hétérotopie neuro-gliale leptoméningée	FOETO:PF.CER-MAL-271 | Tissu neuroglial hétérotopique leptoméningé | cerveau | 0.6	FOETO:PF.CER-INF-024 | Hétérotopie glioneuronale leptoméningée | cerveau | 0.6		FOETO:PF.CER-MAL-271
488	G Meckel-Gruber Syndrome (Dysencephalia Splanchnocystica)		soffoet	ch23_syndromes	kidney	direct	Renal cysts larger in the medulla than in the cortex	Les gros reins déforment l’abdomen et présentent des kystes plus larges dans la médullaire que dans le cortex	FOETO:PF.REN-MAL-035 | Kystes médullaires | rein | 0.7	FOETO:PF.MUL-MET-183 | Kyste rénal cortical | multi_organe | 0.6	FOETO:PF.MUL-MET-185 | Kystes rénaux corticaux | multi_organe | 0.6	FOETO:PF.REN-MAL-035
489	G Meckel-Gruber Syndrome (Dysencephalia Splanchnocystica)		soffoet	ch23_syndromes	liver	direct	Biliary duct proliferation in widened and fibrous portal spaces	Les canaux biliaires prolifèrent dans les espaces portes élargis et fibreux	FOETO:PF.MUL-MAL-035 | Prolifération des canaux biliaires dans les espaces portes élargis et fibreux | multi_organe | 0.7	FOETO:PF.FOI-MAL-006 | Canaux biliaires dilatés et anastomosés dans les espaces portes | foie | 0.47	FOETO:PF.FOI-MAL-009 | Cellules cytomégaliques dans les canaux biliaires | foie | 0.47	FOETO:PF.MUL-MAL-035
490	G Meckel-Gruber Syndrome (Dysencephalia Splanchnocystica)		verdijk	ch04_syndromic_anomalies	eye	direct	retinal dysplasia	In Meckel-Gruber syndrome, microphthalmia, cryptophthalmia, retinal dysplasia (Fig. 4.58), iris hypoplasia/aniridia	FOETO:PF.ORL-MAL-022 | Microphtalmie | oeil_oreille | 0.8	FOETO:PF.ORL-MAL-018 | Hypoplasie de l'iris | oeil_oreille | 0.8	FOETO:PF.ORL-MAL-026 | Pli rétinien falciforme congénital | oeil_oreille | 0.5	FOETO:PF.CER-MAL-083
491	G Meckel-Gruber Syndrome (Dysencephalia Splanchnocystica)		verdijk	ch04_syndromic_anomalies	kidney	direct	predominantly tubular renal cysts of varying size	(e) Predominantly tubular renal cysts of varying size (H&E stain, 100×)	FOETO:PF.REN-DYS-001 | Dysgenèse tubulaire rénale | rein | 0.6	FOETO:PF.MUL-MET-183 | Kyste rénal cortical | multi_organe | 0.6	FOETO:PF.MUL-MET-220 | Nécropathie tubulaire rénale | multi_organe | 0.6	FOETO:PF.MUL-MAL-010
358	G Menkes Syndrome (Menkes Kinky Hair Syndrome)	ORPHA:565	keeling	ch11_metabolic	hair	direct	flattened and twisted hairs	Microscopy of hair from a boy with Menkes disease. These hairs appear flattened and twisted and are brittle				NOUVEAU
359	G Menkes Syndrome (Menkes Kinky Hair Syndrome)	ORPHA:565	keeling	ch29_brain_degenerative	brain	direct	diffuse cerebral and cerebellar atrophy	Neuropathological features are characterized by diffuse cerebral and cerebellar atrophy with myelin deficiency	FOETO:PF.CER-CLA-020 | Atrophie cérébelleuse | cerveau | 1.0	FOETO:PF.CER-INF-003 | Atrophie cérébrale | cerveau | 0.9	FOETO:PF.CER-MET-011 | Atrophie cérébrale sévère | cerveau | 0.9	FOETO:PF.CER-CLA-020
360	G Menkes Syndrome (Menkes Kinky Hair Syndrome)	ORPHA:565	keeling	ch29_brain_degenerative	brain	direct	myelin deficiency	Neuropathological features are characterized by diffuse cerebral and cerebellar atrophy with myelin deficiency	FOETO:PF.CER-CLA-020 | Atrophie cérébelleuse | cerveau | 0.8	FOETO:PF.CER-INF-003 | Atrophie cérébrale | cerveau | 0.7	FOETO:PF.CER-MET-011 | Atrophie cérébrale sévère | cerveau | 0.7	FOETO:PF.CER-MET-055
361	G Menkes Syndrome (Menkes Kinky Hair Syndrome)	ORPHA:565	keeling	ch29_brain_degenerative	brain	direct	severe depletion of	and severe depletion of				NON
776	G Miller-Dieker Syndrome (Lissencephaly Syndrome)	ORPHA:531	keeling	ch28_brain_malformations	cortex	direct	superficial molecular layer	a superficial molecular layer, a thin second layer containing neurons normally	FOETO:PF.CER-MAL-116 | Fusion de la couche moléculaire | cerveau | 0.6	FOETO:PF.CER-MET-052 | Fusion de la couche moléculaire corticale | cerveau | 0.6		NON
777	G Miller-Dieker Syndrome (Lissencephaly Syndrome)	ORPHA:531	keeling	ch28_brain_malformations	cortex	direct	thin second layer containing neurons normally found in layer V	a thin second layer containing neurons normally found in layer V of a normal cortex	FOETO:PF.CER-MAL-051 | Cortex dit à 3-couches (X-LAG/ARX) | cerveau | 0.47	FOETO:PF.CER-CLA-035 | Cortex mince à six couches | cerveau | 0.47	FOETO:PF.CER-MAL-213 | Neurones immatures dans le cortex | cerveau | 0.47	FOETO:PF.CER-MAL-051
778	G Miller-Dieker Syndrome (Lissencephaly Syndrome)	ORPHA:531	keeling	ch28_brain_malformations	cortex	direct	thin and paucicellular third layer	a thin and paucicellular third layer, and a thick fourth layer made up of neurons				NOUVEAU
